1556564200920459565|T|BTC-USD|4999|1
1556564200970459598|T|BTC-USD|4999|1
1556564201020459593|Q|BTC-USD|4993|60|5010|98
1556564201070459575|Q|BTC-USD|4995|84|5010|68
1556564201120459560|Q|BTC-USD|4996|80|5002|32
1556564201170459560|Q|BTC-USD|4996|24|5006|63
1556564201220459568|Q|BTC-USD|4995|86|5005|65
1556564201270459590|Q|BTC-USD|4994|53|5003|59
1556564201320459604|Q|BTC-USD|4996|83|5010|32
1556564201370459557|Q|BTC-USD|4997|28|5002|30
1556564201420459541|T|BTC-USD|4997|18
1556564201470459538|T|BTC-USD|4997|5
1556564201520459613|Q|BTC-USD|4995|31|5005|93
1556564201570459543|Q|BTC-USD|4993|54|5004|41
1556564201620459519|Q|BTC-USD|4998|46|5004|74
1556564201670459614|T|BTC-USD|5004|74
1556564201720459557|T|BTC-USD|4998|19
1556564201770459574|T|BTC-USD|5004|51
1556564201820459581|Q|BTC-USD|4994|43|5010|48
1556564201870459536|T|BTC-USD|5010|33
1556564201920459586|T|BTC-USD|4994|43
1556564201970459580|Q|BTC-USD|4992|69|5010|60
1556564202020459528|Q|BTC-USD|4994|36|5007|6
1556564202070459561|Q|BTC-USD|4994|33|5003|37
1556564202120459544|Q|BTC-USD|4998|26|5002|16
1556564202170459572|Q|BTC-USD|4990|40|5005|90
1556564202220459532|Q|BTC-USD|4992|83|5003|52
1556564202270459525|Q|BTC-USD|4990|79|5002|7
1556564202320459531|Q|BTC-USD|4997|99|5003|67
1556564202370459564|Q|BTC-USD|4998|52|5003|67
1556564202420459593|Q|BTC-USD|4997|66|5003|20
1556564202470459550|Q|BTC-USD|4994|78|5006|83
1556564202520459611|Q|BTC-USD|4996|31|5001|56
1556564202570459561|Q|BTC-USD|4999|9|5003|53
1556564202620459533|Q|BTC-USD|4997|84|5002|15
1556564202670459574|Q|BTC-USD|4998|7|5008|93
1556564202720459579|Q|BTC-USD|4995|56|5009|20
1556564202770459589|Q|BTC-USD|4992|70|5006|17
1556564202820459593|Q|BTC-USD|4993|23|5007|13
1556564202870459524|Q|BTC-USD|4998|17|5003|33
1556564202920459568|Q|BTC-USD|4993|98|5008|65
