1556564200920459528|Q|ETH-USD|208|59|219|92
1556564200920459563|Q|BTC-USDT|4490|11|4503|47
1556564200920459565|T|BTC-USD|4999|1
1556564200920459593|Q|ETH-USDT|149|81|157|65
1556564200970459521|Q|BTC-USDT|4498|27|4508|82
1556564200970459544|Q|ETH-USD|211|52|217|7
1556564200970459566|Q|ETH-USDT|147|82|157|63
1556564200970459598|T|BTC-USD|4999|1
1556564201020459536|Q|BTC-USDT|4493|78|4510|96
1556564201020459562|Q|ETH-USDT|148|38|159|57
1556564201020459577|Q|ETH-USD|207|80|217|21
1556564201020459593|Q|BTC-USD|4993|60|5010|98
1556564201070459536|Q|ETH-USD|208|11|222|12
1556564201070459558|Q|BTC-USDT|4491|17|4505|46
1556564201070459575|Q|BTC-USD|4995|84|5010|68
1556564201070459577|Q|ETH-USDT|141|22|159|28
1556564201120459524|Q|ETH-USD|207|52|221|41
1556564201120459560|Q|BTC-USD|4996|80|5002|32
1556564201120459567|T|ETH-USDT|141|22
1556564201120459606|Q|BTC-USDT|4494|92|4509|73
1556564201170459524|Q|ETH-USD|206|67|223|19
1556564201170459560|Q|BTC-USD|4996|24|5006|63
1556564201170459589|T|ETH-USDT|141|22
1556564201170459596|T|BTC-USDT|4494|14
1556564201220459550|Q|ETH-USDT|147|45|153|34
1556564201220459557|Q|BTC-USDT|4498|58|4501|60
1556564201220459568|Q|BTC-USD|4995|86|5005|65
1556564201220459592|Q|ETH-USD|210|59|224|82
1556564201270459545|Q|ETH-USD|214|53|218|83
1556564201270459547|Q|ETH-USDT|146|26|160|3
1556564201270459575|Q|BTC-USDT|4499|75|4502|71
1556564201270459590|Q|BTC-USD|4994|53|5003|59
1556564201320459535|T|ETH-USD|218|9
1556564201320459603|Q|BTC-USDT|4495|38|4509|7
1556564201320459604|Q|BTC-USD|4996|83|5010|32
1556564201320459605|Q|ETH-USDT|148|23|159|29
1556564201370459532|Q|ETH-USDT|140|90|152|8
1556564201370459557|Q|BTC-USD|4997|28|5002|30
1556564201370459560|Q|BTC-USDT|4490|57|4504|39
1556564201370459605|Q|ETH-USD|213|71|224|97
1556564201420459541|T|BTC-USD|4997|18
1556564201420459567|Q|ETH-USD|208|78|221|97
1556564201420459608|T|BTC-USDT|4504|39
1556564201420459612|Q|ETH-USDT|146|44|155|9
1556564201470459519|Q|BTC-USDT|4495|57|4505|91
1556564201470459538|T|BTC-USD|4997|5
1556564201470459583|T|ETH-USD|221|90
1556564201470459596|Q|ETH-USDT|140|36|159|78
1556564201520459540|Q|ETH-USDT|146|43|155|51
1556564201520459542|T|ETH-USD|208|9
1556564201520459546|Q|BTC-USDT|4496|92|4510|94
1556564201520459613|Q|BTC-USD|4995|31|5005|93
1556564201570459543|Q|BTC-USD|4993|54|5004|41
1556564201570459546|Q|ETH-USDT|145|53|152|15
1556564201570459587|Q|BTC-USDT|4494|88|4506|22
1556564201570459608|T|ETH-USD|208|38
1556564201620459519|Q|BTC-USD|4998|46|5004|74
1556564201620459543|Q|BTC-USDT|4491|49|4509|37
1556564201620459556|Q|ETH-USD|211|78|216|8
1556564201620459598|Q|ETH-USDT|145|70|152|97
1556564201670459557|Q|BTC-USDT|4499|37|4505|5
1556564201670459611|Q|ETH-USD|206|21|220|32
1556564201670459613|Q|ETH-USDT|149|82|154|51
1556564201670459614|T|BTC-USD|5004|74
1556564201720459516|Q|BTC-USDT|4496|88|4507|14
1556564201720459557|T|BTC-USD|4998|19
1556564201720459562|Q|ETH-USD|208|93|223|18
1556564201720459615|T|ETH-USDT|149|13
1556564201770459535|Q|ETH-USD|210|51|219|48
1556564201770459574|T|BTC-USD|5004|51
1556564201770459577|Q|ETH-USDT|141|35|156|42
1556564201770459585|Q|BTC-USDT|4493|77|4501|22
1556564201820459530|T|ETH-USDT|141|35
1556564201820459552|Q|ETH-USD|206|82|217|46
1556564201820459581|Q|BTC-USD|4994|43|5010|48
1556564201820459586|Q|BTC-USDT|4490|21|4501|74
1556564201870459529|Q|ETH-USDT|145|37|155|98
1556564201870459536|T|BTC-USD|5010|33
1556564201870459589|Q|BTC-USDT|4493|68|4501|45
1556564201870459605|Q|ETH-USD|208|58|219|30
