1556564200920459528|Q|ETH-USD|208|59|219|92
1556564200970459544|Q|ETH-USD|211|52|217|7
1556564201020459577|Q|ETH-USD|207|80|217|21
1556564201070459536|Q|ETH-USD|208|11|222|12
1556564201120459524|Q|ETH-USD|207|52|221|41
1556564201170459524|Q|ETH-USD|206|67|223|19
1556564201220459592|Q|ETH-USD|210|59|224|82
1556564201270459545|Q|ETH-USD|214|53|218|83
1556564201320459535|T|ETH-USD|218|9
1556564201370459605|Q|ETH-USD|213|71|224|97
1556564201420459567|Q|ETH-USD|208|78|221|97
1556564201470459583|T|ETH-USD|221|90
1556564201520459542|T|ETH-USD|208|9
1556564201570459608|T|ETH-USD|208|38
1556564201620459556|Q|ETH-USD|211|78|216|8
1556564201670459611|Q|ETH-USD|206|21|220|32
1556564201720459562|Q|ETH-USD|208|93|223|18
1556564201770459535|Q|ETH-USD|210|51|219|48
1556564201820459552|Q|ETH-USD|206|82|217|46
1556564201870459605|Q|ETH-USD|208|58|219|30
1556564201920459558|T|ETH-USD|219|2
1556564201970459603|Q|ETH-USD|206|81|219|10
1556564202020459554|Q|ETH-USD|212|78|218|32
1556564202070459552|Q|ETH-USD|209|9|218|44
1556564202120459577|Q|ETH-USD|208|100|220|89
1556564202170459584|Q|ETH-USD|212|20|225|65
1556564202220459606|Q|ETH-USD|211|34|218|78
1556564202270459560|Q|ETH-USD|205|82|225|46
1556564202320459551|T|ETH-USD|225|46
1556564202370459563|Q|ETH-USD|213|66|225|19
1556564202420459587|Q|ETH-USD|212|87|217|28
1556564202470459608|Q|ETH-USD|210|79|216|76
1556564202520459532|Q|ETH-USD|209|31|217|92
1556564202570459544|Q|ETH-USD|206|36|217|29
1556564202620459571|Q|ETH-USD|213|66|221|47
1556564202670459528|Q|ETH-USD|209|37|220|33
1556564202720459610|Q|ETH-USD|213|68|216|61
1556564202770459601|Q|ETH-USD|212|20|221|58
1556564202820459608|Q|ETH-USD|211|16|216|15
1556564202870459577|Q|ETH-USD|205|56|225|43
1556564202920459527|Q|ETH-USD|212|11|217|88
1556564202970459555|Q|ETH-USD|207|98|219|74
1556564203020459540|T|ETH-USD|219|51
1556564203070459608|Q|ETH-USD|213|62|225|54
1556564203120459535|Q|ETH-USD|207|68|222|69
1556564203170459574|Q|ETH-USD|214|68|225|38
1556564203220459519|Q|ETH-USD|213|44|216|95
1556564203270459603|Q|ETH-USD|212|10|216|52
1556564203320459574|Q|ETH-USD|211|77|223|18
1556564203370459566|Q|ETH-USD|207|44|220|8
1556564203420459574|T|ETH-USD|207|44
1556564203470459590|Q|ETH-USD|209|92|223|99
1556564203520459529|Q|ETH-USD|211|89|224|94
1556564203570459567|T|ETH-USD|211|89
1556564203620459540|Q|ETH-USD|211|26|216|19
1556564203670459609|T|ETH-USD|216|19
1556564203720459527|Q|ETH-USD|211|29|224|78
1556564203770459549|Q|ETH-USD|206|89|218|64
1556564203820459608|T|ETH-USD|218|58
1556564203870459528|Q|ETH-USD|207|8|223|15
1556564203920459530|T|ETH-USD|207|8
1556564203970459576|Q|ETH-USD|209|34|220|6
1556564204020459588|Q|ETH-USD|210|57|222|14
1556564204070459594|Q|ETH-USD|209|94|225|16
